,glom,id,weight,cell.type,connectivity.type,dataset,index,cell_name
378,DL2v,11524190,0.090225564,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
379,DL3,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
380,DL4,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
381,DL5,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
382,DM1,11524190,0.488721805,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
383,DM2,11524190,0.060150376,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
384,DM3,11524190,0.030075188,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
385,DM4,11524190,0.007518797,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
386,DM5,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
387,DM6,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
388,DP1l,11524190,0.210526316,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
389,DP1m,11524190,0.030075188,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
390,V,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
391,VA1d,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
392,VA1v,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
393,VA2,11524190,0.030075188,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
394,VA3,11524190,0.015037594,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
395,VA4,11524190,0.030075188,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
396,VA5,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
397,VA6,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
398,VA7l,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
399,VA7m,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
400,VC1,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
401,VC2,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
402,VC3,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
403,VC4,11524190,0.007518797,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
404,VC5,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
413,VL1,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
414,VL2a,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
415,VL2p,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
416,VM1,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
417,VM2,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
418,VM3,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
419,VM4,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
420,VM5d,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
421,VM5v,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
422,VM6,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
423,VM7d,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
424,VM7v,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
425,VP1d,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
426,VP1l,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
427,VP1m,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
428,VP2,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
429,VP3,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
430,VP5,11524190,0,LHAV4a1,LHAV4a1_c,FAFB,1,LHAV4a1_c_1
439,D,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
440,DA1,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
441,DA2,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
442,DA3,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
443,DA4l,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
444,DA4m,11524386,0.03539823,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
445,DC1,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
446,DC2,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
447,DC3,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
448,DC4,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
449,DL1,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
450,DL2d,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
451,DL2v,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
452,DL3,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
453,DL4,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
454,DL5,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
455,DM1,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
456,DM2,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
457,DM3,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
458,DM4,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
459,DM5,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
460,DM6,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
461,DP1l,11524386,0.212389381,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
462,DP1m,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
463,V,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
464,VA1d,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
465,VA1v,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
466,VA2,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
467,VA3,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
468,VA4,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
469,VA5,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
470,VA6,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
471,VA7l,11524386,0.061946903,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
472,VA7m,11524386,0.017699115,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
473,VC1,11524386,0.017699115,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
474,VC2,11524386,0.026548673,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
475,VC3,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
476,VC4,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
477,VC5,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
486,VL1,11524386,0.194690265,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
487,VL2a,11524386,0.03539823,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
488,VL2p,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
489,VM1,11524386,0.14159292,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
490,VM2,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
491,VM3,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
492,VM4,11524386,0.053097345,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
493,VM5d,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
494,VM5v,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
495,VM6,11524386,0.14159292,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
496,VM7d,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
497,VM7v,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
498,VP1d,11524386,0.008849558,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
499,VP1l,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
500,VP1m,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
501,VP2,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
502,VP3,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
503,VP5,11524386,0,LHPV4a3,LHPV4a3,FAFB,1,LHPV4a3_1
512,D,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
513,DA1,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
514,DA2,11524508,0.155279503,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
515,DA3,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
516,DA4l,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
517,DA4m,11524508,0.068322981,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
518,DC1,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
519,DC2,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
520,DC3,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
521,DC4,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
522,DL1,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
523,DL2d,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
524,DL2v,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
525,DL3,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
526,DL4,11524508,0.180124224,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
527,DL5,11524508,0.02484472,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
528,DM1,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
529,DM2,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
530,DM3,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
531,DM4,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
532,DM5,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
533,DM6,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
534,DP1l,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
535,DP1m,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
536,V,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
537,VA1d,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
538,VA1v,11524508,0.00621118,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
539,VA2,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
540,VA3,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
541,VA4,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
542,VA5,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
543,VA6,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
544,VA7l,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
545,VA7m,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
546,VC1,11524508,0.01863354,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
547,VC2,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
548,VC3,11524508,0.01242236,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
549,VC4,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
550,VC5,11524508,0.074534161,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
559,VL1,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
560,VL2a,11524508,0.242236025,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
561,VL2p,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
562,VM1,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
563,VM2,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
564,VM3,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
565,VM4,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
566,VM5d,11524508,0.00621118,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
567,VM5v,11524508,0.198757764,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
568,VM6,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
569,VM7d,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
570,VM7v,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
571,VP1d,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
572,VP1l,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
573,VP1m,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
574,VP2,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
575,VP3,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
576,VP5,11524508,0,LHPV2c1,LHPV2c1_a,FAFB,1,LHPV2c1_a_1
585,D,11543519,0.000809717,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
586,DA1,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
587,DA2,11543519,0.142510121,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
588,DA3,11543519,0.000809717,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
589,DA4l,11543519,0.102024291,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
590,DA4m,11543519,0.001619433,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
591,DC1,11543519,0.010526316,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
592,DC2,11543519,0.04048583,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
593,DC3,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
594,DC4,11543519,0.00242915,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
595,DL1,11543519,0.003238866,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
596,DL2d,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
597,DL2v,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
598,DL3,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
599,DL4,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
600,DL5,11543519,0.001619433,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
601,DM1,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
602,DM2,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
603,DM3,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
604,DM4,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
605,DM5,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
606,DM6,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
607,DP1l,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
608,DP1m,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
609,V,11543519,0.120647773,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
610,VA1d,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
611,VA1v,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
612,VA2,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
613,VA3,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
614,VA4,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
615,VA5,11543519,0.000809717,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
616,VA6,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
617,VA7l,11543519,0.006477733,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
618,VA7m,11543519,0.001619433,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
619,VC1,11543519,0.021052632,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
620,VC2,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
621,VC3,11543519,0.023481781,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
622,VC4,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
623,VC5,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
632,VL1,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
633,VL2a,11543519,0.00242915,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
634,VL2p,11543519,0.005668016,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
635,VM1,11543519,0.0048583,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
636,VM2,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
637,VM3,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
638,VM4,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
639,VM5d,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
640,VM5v,11543519,0.000809717,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
641,VM6,11543519,0.014574899,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
642,VM7d,11543519,0.068825911,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
643,VM7v,11543519,0.000809717,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
644,VP1d,11543519,0,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
645,VP1l,11543519,0.043724696,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
646,VP1m,11543519,0.16437247,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
647,VP2,11543519,0.07611336,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
648,VP3,11543519,0.053441296,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
649,VP5,11543519,0.058299595,LHAV2d1,LHAV2d1,FAFB,1,LHAV2d1_1
731,D,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
732,DA1,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
733,DA2,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
734,DA3,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
735,DA4l,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
736,DA4m,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
737,DC1,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
738,DC2,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
739,DC3,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
740,DC4,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
741,DL1,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
742,DL2d,11547665,0.024464832,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
743,DL2v,11547665,0.064220183,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
744,DL3,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
745,DL4,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
746,DL5,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
747,DM1,11547665,0.244648318,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
748,DM2,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
749,DM3,11547665,0.009174312,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
750,DM4,11547665,0.140672783,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
751,DM5,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
752,DM6,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
753,DP1l,11547665,0.067278287,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
754,DP1m,11547665,0.189602446,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
755,V,11547665,0.012232416,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
756,VA1d,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
757,VA1v,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
758,VA2,11547665,0.168195719,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
759,VA3,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
760,VA4,11547665,0.006116208,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
761,VA5,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
762,VA6,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
763,VA7l,11547665,0.018348624,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
764,VA7m,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
765,VC1,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
766,VC2,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
767,VC3,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
768,VC4,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
769,VC5,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
778,VL1,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
779,VL2a,11547665,0.009174312,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
780,VL2p,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
781,VM1,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
782,VM2,11547665,0.003058104,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
783,VM3,11547665,0.039755352,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
784,VM4,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
785,VM5d,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
786,VM5v,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
787,VM6,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
788,VM7d,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
789,VM7v,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
790,VP1d,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
791,VP1l,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
792,VP1m,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
793,VP2,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
794,VP3,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
795,VP5,11547665,0,LHPD2a1,LHPD2a1,FAFB,1,LHPD2a1_1
877,D,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
878,DA1,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
879,DA2,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
880,DA3,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
881,DA4l,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
882,DA4m,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
883,DC1,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
884,DC2,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
885,DC3,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
886,DC4,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
887,DL1,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
888,DL2d,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
889,DL2v,1298816,0.105882353,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
890,DL3,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
891,DL4,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
892,DL5,1298816,0,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
893,DM1,1298816,0.070588235,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
894,DM2,1298816,0.011764706,LHAV6a3,LHAV6a3_b,FAFB,1,LHAV6a3_b_1
